Winner,wins_r,losses_r,draws_r,height_cm_r,weight_in_kg_r,reach_in_cm_r,stance_r,significant_strikes_landed_per_minute_r,significant_striking_accuracy_r,significant_strikes_absorbed_per_minute_r,significant_strike_defence_r,average_takedowns_landed_per_15_minutes_r,takedown_accuracy_r,takedown_defense_r,average_submissions_attempted_per_15_minutes_r,wins_b,losses_b,draws_b,height_cm_b,weight_in_kg_b,reach_in_cm_b,stance_b,significant_strikes_landed_per_minute_b,significant_striking_accuracy_b,significant_strikes_absorbed_per_minute_b,significant_strike_defence_b,average_takedowns_landed_per_15_minutes_b,takedown_accuracy_b,takedown_defense_b,average_submissions_attempted_per_15_minutes_b
1,23,11,1,167.64,61.23,172.72,Orthodox,3.77,40.0,2.82,65.0,2.29,31.0,65.0,0.3,24,17,0,167.64,70.31,180.34,Orthodox,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4
1,30,9,0,185.42,83.91,190.5,Orthodox,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,19,12,0,182.88,83.91,182.88,Orthodox,3.61,54.0,3.46,47.0,1.13,100.0,0.0,0.0
1,23,15,0,175.26,77.11,177.8,Orthodox,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2
1,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,11,7,0,167.64,77.11,172.72,Orthodox,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9
1,30,9,0,185.42,83.91,190.5,Orthodox,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,10,5,0,177.8,83.91,180.34,Orthodox,0.18,12.0,4.03,56.0,2.67,60.0,0.0,2.7
1,13,7,1,175.26,70.31,177.8,Orthodox,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,23,11,1,167.64,61.23,172.72,Orthodox,3.77,40.0,2.82,65.0,2.29,31.0,65.0,0.3
1,34,11,0,187.96,83.91,195.58,Southpaw,3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8,32,15,0,180.34,83.91,187.96,Orthodox,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3
1,34,10,1,190.5,108.86,195.58,Orthodox,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4,31,10,0,203.2,120.2,203.2,Orthodox,4.23,41.0,2.61,61.0,0.11,100.0,75.0,0.1
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,35,13,1,180.34,92.99,187.96,Orthodox,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6
1,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2
1,23,11,1,167.64,61.23,172.72,Orthodox,3.77,40.0,2.82,65.0,2.29,31.0,65.0,0.3,24,9,0,170.18,70.31,172.72,Southpaw,3.17,43.0,3.03,64.0,0.67,30.0,60.0,0.8
1,19,8,1,182.88,92.99,190.5,Orthodox,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,30,9,0,185.42,83.91,190.5,Orthodox,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3
1,17,11,2,187.96,83.91,193.04,Orthodox,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0
1,30,9,0,185.42,83.91,190.5,Orthodox,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,12,8,0,185.42,92.99,193.04,Orthodox,3.69,42.0,3.8,61.0,3.0,34.0,91.0,0.0
1,37,12,0,185.42,92.99,185.42,Orthodox,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1,32,15,0,180.34,83.91,187.96,Orthodox,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,17,11,0,187.96,109.77,193.04,Orthodox,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1
1,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,17,11,0,177.8,77.11,185.42,Orthodox,1.79,36.0,2.27,63.0,2.46,48.0,64.0,0.4
1,34,10,1,190.5,108.86,195.58,Orthodox,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4,28,16,0,193.04,113.4,198.12,Orthodox,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7
1,23,11,1,167.64,61.23,172.72,Orthodox,3.77,40.0,2.82,65.0,2.29,31.0,65.0,0.3,12,5,0,172.72,70.31,190.5,Orthodox,2.34,43.0,2.32,60.0,3.65,36.0,31.0,1.3
1,37,12,0,185.42,92.99,185.42,Orthodox,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0
1,30,9,0,185.42,83.91,190.5,Orthodox,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,7,11,2,190.5,92.99,195.58,Orthodox,1.13,37.0,4.6,53.0,0.0,0.0,0.0,1.2
1,11,7,0,167.64,77.11,172.72,Orthodox,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,31,18,5,180.34,77.11,172.72,Orthodox,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,31,10,0,203.2,120.2,203.2,Orthodox,4.23,41.0,2.61,61.0,0.11,100.0,75.0,0.1
1,23,11,1,167.64,61.23,172.72,Orthodox,3.77,40.0,2.82,65.0,2.29,31.0,65.0,0.3,16,8,0,167.64,65.77,172.72,Orthodox,3.71,41.0,2.3,65.0,1.87,46.0,59.0,0.9
1,30,9,0,185.42,83.91,190.5,Orthodox,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,14,8,2,190.5,83.91,193.04,Orthodox,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,19,12,1,190.5,92.99,187.96,Orthodox,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6
1,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,16,14,2,175.26,70.31,177.8,Orthodox,2.76,48.0,3.2,56.0,1.19,55.0,74.0,0.5
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,37,11,0,185.42,92.99,190.5,Orthodox,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6
1,30,9,0,185.42,83.91,190.5,Orthodox,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,14,11,0,175.26,77.11,,Orthodox,1.25,22.0,4.03,52.0,0.94,18.0,42.0,0.0
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,15,2,3,185.42,79.38,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8
1,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,16,14,2,175.26,70.31,177.8,Orthodox,2.76,48.0,3.2,56.0,1.19,55.0,74.0,0.5
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5
1,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,36,4,1,167.64,70.31,170.18,Orthodox,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,44,17,0,182.88,83.91,177.8,Southpaw,2.41,51.0,1.69,57.0,2.45,55.0,62.0,0.6
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,8,5,0,187.96,92.99,,Switch,1.52,41.0,1.91,41.0,1.06,14.0,37.0,0.0
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,91,22,5,185.42,83.91,187.96,Orthodox,1.19,39.0,1.99,55.0,1.83,38.0,29.0,1.1
1,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,21,9,0,175.26,77.11,180.34,Southpaw,2.79,46.0,1.9,56.0,2.35,47.0,75.0,0.8
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,21,9,0,175.26,77.11,180.34,Southpaw,2.79,46.0,1.9,56.0,2.35,47.0,75.0,0.8
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5
1,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,23,10,0,185.42,83.91,,Orthodox,1.83,43.0,2.3,49.0,1.31,28.0,43.0,1.3
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,26,14,0,182.88,83.91,187.96,Southpaw,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,26,33,2,182.88,92.99,,Southpaw,2.11,38.0,2.2,54.0,0.88,28.0,44.0,0.0
1,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,23,7,0,182.88,77.11,190.5,Orthodox,1.66,32.0,1.89,61.0,4.05,60.0,66.0,1.0
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,7,5,0,185.42,77.11,,Orthodox,0.92,48.0,1.87,47.0,1.46,30.0,50.0,2.5
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,19,12,1,190.5,92.99,187.96,Orthodox,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6
1,26,14,0,182.88,83.91,187.96,Southpaw,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5
1,26,2,0,180.34,83.91,193.04,Orthodox,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,24,11,0,177.8,77.11,182.88,Orthodox,2.49,41.0,2.19,58.0,5.27,59.0,59.0,1.0
1,16,14,2,175.26,70.31,177.8,Orthodox,2.76,48.0,3.2,56.0,1.19,55.0,74.0,0.5,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,21,9,0,175.26,77.11,180.34,Southpaw,2.79,46.0,1.9,56.0,2.35,47.0,75.0,0.8
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,19,12,1,190.5,92.99,187.96,Orthodox,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,36,4,1,167.64,70.31,170.18,Orthodox,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,37,11,0,185.42,92.99,190.5,Orthodox,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,8,5,0,175.26,77.11,,Southpaw,0.6,45.0,2.22,44.0,3.33,45.0,50.0,0.0
1,53,25,0,193.04,120.2,,Orthodox,1.85,51.0,1.15,61.0,2.3,39.0,40.0,1.0,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,16,14,0,175.26,77.11,,Orthodox,0.65,41.0,1.55,44.0,2.47,70.0,43.0,0.9
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,26,14,0,182.88,83.91,187.96,Southpaw,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,38,13,2,170.18,76.2,,Orthodox,2.45,49.0,1.94,59.0,1.87,69.0,56.0,0.3
1,35,8,0,190.5,113.4,198.12,Orthodox,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,24,7,0,175.26,83.01,,Orthodox,1.98,37.0,2.19,70.0,0.27,100.0,88.0,0.3
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,16,14,0,175.26,77.11,,Orthodox,0.65,41.0,1.55,44.0,2.47,70.0,43.0,0.9
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,20,11,0,185.42,109.32,,Orthodox,1.93,34.0,3.02,50.0,0.26,28.0,78.0,0.0
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,15,8,1,187.96,83.01,,Orthodox,1.33,32.0,1.9,60.0,2.46,33.0,54.0,1.2
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,20,11,0,185.42,109.32,,Orthodox,1.93,34.0,3.02,50.0,0.26,28.0,78.0,0.0
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,17,16,0,177.8,92.99,,Orthodox,1.26,54.0,1.12,57.0,2.0,56.0,30.0,0.8
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,60,26,1,175.26,112.04,187.96,Orthodox,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7
1,53,20,2,175.26,70.31,182.88,Orthodox,1.12,44.0,1.96,43.0,1.79,30.0,25.0,2.1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,17,16,0,177.8,92.99,,Orthodox,1.26,54.0,1.12,57.0,2.0,56.0,30.0,0.8
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,2,3,1,177.8,77.11,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,11,1,1,175.26,90.26,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,45,9,0,175.26,77.11,185.42,Switch,2.14,53.0,1.36,53.0,2.95,50.0,35.0,1.2,1,2,0,175.26,77.11,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,91,22,5,185.42,83.91,187.96,Orthodox,1.19,39.0,1.99,55.0,1.83,38.0,29.0,1.1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0
1,32,15,0,180.34,83.91,187.96,Orthodox,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,16,14,0,175.26,77.11,,Orthodox,0.65,41.0,1.55,44.0,2.47,70.0,43.0,0.9
1,32,15,0,180.34,83.91,187.96,Orthodox,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,10,5,2,182.88,92.99,,Orthodox,0.64,52.0,1.35,41.0,1.75,40.0,0.0,2.6
1,21,8,0,187.96,92.99,193.04,Orthodox,2.97,35.0,2.71,56.0,0.44,75.0,81.0,0.0,5,5,0,,,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,12,14,0,187.96,100.24,,Orthodox,0.41,46.0,0.47,60.0,0.89,50.0,20.0,0.9
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,26,14,0,182.88,83.91,187.96,Southpaw,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,0,4,0,190.5,136.08,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,11,0,185.42,92.99,190.5,Orthodox,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,2,1,0,185.42,131.54,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draw,28,17,2,185.42,92.99,182.88,Orthodox,1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5,15,2,3,185.42,79.38,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8
1,15,2,3,185.42,79.38,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,101,19,1,187.96,113.4,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,2,3,185.42,79.38,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,0,1,0,177.8,86.18,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,2,3,185.42,79.38,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,2,2,0,180.34,90.72,,Sideways,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,2,3,185.42,79.38,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,10,7,1,190.5,106.59,,Orthodox,0.76,83.0,2.12,30.0,4.55,100.0,0.0,2.3
1,15,2,3,185.42,79.38,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,20,17,0,187.96,102.06,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,2,3,185.42,79.38,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,9,6,1,190.5,117.93,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,2,3,185.42,79.38,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,0,1,0,170.18,80.74,,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,2,3,185.42,79.38,,Southpaw,0.88,41.0,1.13,37.0,0.0,0.0,66.0,0.8,33,21,1,180.34,86.18,,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
